NAME;PSRJ;P0;P1;BINARY;PB;DIST;ASSOC;AGE;BSURF;EDOT
189;J1638-4417;J1638-4417;0.117802;1.61E-15;*;*;12.027;*;1.16E+06;4.40E+11;3.88E+34
398;J1624-4411;J1624-4411;0.233164;7.99E-16;*;*;3.344;*;4.62E+06;4.37E+11;2.49E+33
280;J1836-1324;J1836-1324;0.178756;1.04E-15;*;*;3.638;*;2.73E+06;4.36E+11;7.16E+33
479;J1844-0452;J1844-0452;0.269443;6.80E-16;*;*;5.684;*;6.28E+06;4.33E+11;1.37E+33
465;J0519-6932;J0519-6932;0.263212;6.97E-16;*;*;49.7;EXGAL:LMC;5.98E+06;4.33E+11;1.51E+33
853;J1848-1243;J1848-1243;0.414383;4.41E-16;*;*;3.149;*;1.49E+07;4.32E+11;2.44E+32
1308;J1225-6035;J1225-6035;0.626324;2.88E-16;*;*;2.194;*;3.45E+07;4.30E+11;4.63E+31
1688;B1747-31;J1750-3157;0.910363;1.97E-16;*;*;4.338;*;7.34E+07;4.28E+11;1.03E+31
2043;J1231-6303;J1231-6303;1.351236;1.32E-16;*;*;8.279;*;1.62E+08;4.27E+11;2.11E+30
674;J0905-6019;J0905-6019;0.340854;5.22E-16;*;*;0.359;*;1.03E+07;4.27E+11;5.20E+32
529;J1406-5806;J1406-5806;0.288349;6.11E-16;*;*;5.567;*;7.48E+06;4.25E+11;1.01E+33
354;J1908+0734;J1908+0734;0.212353;8.25E-16;*;*;0.669;*;4.08E+06;4.23E+11;3.40E+33
1691;J0518+5125;J0518+5125;0.912512;1.91E-16;*;*;1.337;*;7.57E+07;4.22E+11;9.92E+30
1658;J1739-3159;J1739-3159;0.877561;1.97E-16;*;*;3.794;*;7.05E+07;4.21E+11;1.15E+31
1285;J2005+3547;J2005+3547;0.615034;2.81E-16;*;*;13.558;*;3.47E+07;4.21E+11;4.76E+31
1587;J1741+3855;J1741+3855;0.828861;2.06E-16;*;*;25;*;6.38E+07;4.18E+11;1.43E+31
1483;B1821+05;J1823+0550;0.752907;2.27E-16;*;*;2;*;5.26E+07;4.18E+11;2.10E+31
1369;B1601-52;J1605-5257;0.658013;2.56E-16;*;*;0.925;*;4.07E+07;4.15E+11;3.55E+31
627;B1657-45;J1701-4533;0.322909;5.19E-16;*;*;19.589;*;9.85E+06;4.14E+11;6.09E+32
548;J1819-1114;J1819-1114;0.294163;5.66E-16;*;*;5.799;*;8.23E+06;4.13E+11;8.78E+32
2001;J1654-4140;J1654-4140;1.273945;1.30E-16;*;*;4.645;*;1.55E+08;4.12E+11;2.48E+30
1071;J1735+6320;J1735+6320;0.510718;3.23E-16;*;*;25;*;2.51E+07;4.11E+11;9.56E+31
1215;J1932-3655;J1932-3655;0.571421;2.86E-16;*;*;6.724;*;3.16E+07;4.09E+11;6.06E+31
2025;J1949+2306;J1949+2306;1.319373;1.23E-16;*;*;8.106;*;1.70E+08;4.08E+11;2.12E+30
1850;J1222-5738;J1222-5738;1.081164;1.50E-16;*;*;1.408;*;1.14E+08;4.08E+11;4.69E+30
1166;J1738-3107;J1738-3107;0.549498;2.96E-16;*;*;4.79;*;2.94E+07;4.08E+11;7.04E+31
1007;J1336-2522;J1336-2522;0.478145;3.31E-16;*;*;5.467;*;2.29E+07;4.02E+11;1.19E+32
513;J1154-6250;J1154-6250;0.282012;5.59E-16;*;*;1.358;*;7.99E+06;4.02E+11;9.84E+32
1756;J0533+0402;J0533+0402;0.963018;1.60E-16;*;*;2.172;*;9.53E+07;3.97E+11;7.07E+30
1210;J0934-4154;J0934-4154;0.570409;2.69E-16;*;*;0.53;*;3.36E+07;3.96E+11;5.72E+31
968;J2007+0910;J2007+0910;0.458735;3.32E-16;*;*;2.634;*;2.19E+07;3.95E+11;1.36E+32
302;J1755-0903;J1755-0903;0.19071;7.81E-16;*;*;0.235;*;3.87E+06;3.91E+11;4.44E+33
779;J1052-6348;J1052-6348;0.38383;3.87E-16;*;*;1.994;*;1.57E+07;3.90E+11;2.71E+32
2366;J0343-3000;J0343-3000;2.597027;5.70E-17;*;*;1.594;*;7.22E+08;3.89E+11;1.28E+29
792;J1702-3932;J1702-3932;0.390328;3.78E-16;*;*;15.19;*;1.64E+07;3.89E+11;2.51E+32
646;J1834-0031;J1834-0031;0.329532;4.49E-16;*;*;4.675;*;1.16E+07;3.89E+11;4.95E+32
2257;J2310+6706;J2310+6706;1.944789;7.56E-17;*;*;2.665;*;4.07E+08;3.88E+11;4.06E+29
1772;J0905-4536;J0905-4536;0.988281;1.49E-16;*;*;1.963;*;1.05E+08;3.88E+11;6.09E+30
926;J1803-1920;J1803-1920;0.443649;3.30E-16;*;*;12.534;*;2.13E+07;3.87E+11;1.49E+32
439;J1637-4450;J1637-4450;0.25287;5.75E-16;*;*;11.423;*;6.96E+06;3.86E+11;1.41E+33
293;J1757-2223;J1757-2223;0.18531;7.82E-16;*;*;3.727;*;3.75E+06;3.85E+11;4.85E+33
424;J1547-5839;J1547-5839;0.24219;5.94E-16;*;*;5.685;*;6.46E+06;3.84E+11;1.65E+33
277;J1640-4648;J1640-4648;0.178352;8.06E-16;*;*;4.469;*;3.51E+06;3.84E+11;5.61E+33
376;J1741-2945;J1741-2945;0.223558;6.34E-16;*;*;3.714;*;5.58E+06;3.81E+11;2.24E+33
1705;J0652-0142;J0652-0142;0.924054;1.52E-16;*;*;2.318;*;9.60E+07;3.80E+11;7.63E+30
1312;J1057-4754;J1057-4754;0.628306;2.25E-16;*;*;0.639;*;4.43E+07;3.80E+11;3.58E+31
731;J1824-1423;J1824-1423;0.359394;3.92E-16;*;*;4.551;*;1.45E+07;3.80E+11;3.34E+32
224;J1921+1544;J1921+1544;0.143576;9.80E-16;*;*;9.038;*;2.32E+06;3.80E+11;1.31E+34
1506;J1638+4005;J1638+4005;0.76772;1.83E-16;*;*;25;*;6.65E+07;3.79E+11;1.60E+31
1356;J1517-4356;J1517-4356;0.650837;2.16E-16;*;*;4.473;*;4.79E+07;3.79E+11;3.09E+31
1304;J1912+2525;J1912+2525;0.621976;2.25E-16;*;*;2.15;*;4.38E+07;3.79E+11;3.69E+31
1297;J1907+0255;J1907+0255;0.618761;2.23E-16;*;*;7.986;*;4.40E+07;3.76E+11;3.72E+31
204;J1843-0355;J1843-0355;0.132314;1.04E-15;*;*;5.798;*;2.02E+06;3.75E+11;1.77E+34
543;J1141-3322;J1141-3322;0.291468;4.65E-16;*;*;1.853;*;9.92E+06;3.73E+11;7.42E+32
2030;J1852+0305;J1852+0305;1.326149;1.02E-16;*;*;6.389;*;2.06E+08;3.72E+11;1.73E+30
651;J1732-3426;J1732-3426;0.332887;4.02E-16;*;*;4.333;*;1.31E+07;3.70E+11;4.30E+32
1543;J1654-2713;J1654-2713;0.791822;1.68E-16;*;*;4.942;*;7.49E+07;3.69E+11;1.33E+31
1532;J1501-5637;J1501-5637;0.782949;1.70E-16;*;*;4.938;*;7.30E+07;3.69E+11;1.40E+31
1673;J1741-2733;J1741-2733;0.892959;1.48E-16;*;*;3.073;*;9.59E+07;3.67E+11;8.18E+30
869;B1604-00;J1607-0032;0.421816;3.06E-16;*;*;1.087;*;2.18E+07;3.64E+11;1.61E+32
335;B1935+25;J1937+2544;0.20098;6.43E-16;*;*;3.125;*;4.95E+06;3.64E+11;3.13E+33
663;J0324+5239;J0324+5239;0.33662;3.81E-16;*;*;2.29;*;1.40E+07;3.62E+11;3.94E+32
625;J2206+6151;J2206+6151;0.322674;3.97E-16;*;*;4.026;*;1.29E+07;3.62E+11;4.67E+32
915;B2113+14;J2116+1414;0.440153;2.89E-16;*;*;25;*;2.41E+07;3.61E+11;1.34E+32
1399;J1551-4424;J1551-4424;0.67406;1.88E-16;*;*;2.227;*;5.68E+07;3.60E+11;2.42E+31
1277;B1857-26;J1900-2600;0.612209;2.05E-16;*;*;0.7;*;4.74E+07;3.58E+11;3.52E+31
434;J1609-4616;J1609-4616;0.249609;5.01E-16;*;*;3.747;*;7.89E+06;3.58E+11;1.27E+33
857;J1811-2439;J1811-2439;0.415813;2.97E-16;*;*;3.945;*;2.22E+07;3.56E+11;1.63E+32
147;J2043+2740;J2043+2740;0.096131;1.27E-15;*;*;1.48;GRS:2FGL_J2043.7+2743[naa+12];1.20E+06;3.54E+11;5.64E+34
1195;J1919+1645;J1919+1645;0.56279;2.16E-16;*;*;5.414;*;4.13E+07;3.53E+11;4.79E+31
732;J1615-5444;J1615-5444;0.360958;3.38E-16;*;*;6.882;*;1.69E+07;3.53E+11;2.83E+32
234;J1839-0436;J1839-0436;0.149461;8.10E-16;*;*;4.483;*;2.92E+06;3.52E+11;9.57E+33
67;J1913+1011;J1913+1011;0.035909;3.37E-15;*;*;4.613;GRS:[sbc+19];1.69E+05;3.52E+11;2.87E+36
641;J1251-7407;J1251-7407;0.327058;3.65E-16;*;*;1.86;*;1.42E+07;3.50E+11;4.12E+32
613;J1926+0737;J1926+0737;0.318062;3.75E-16;*;*;8.722;*;1.34E+07;3.49E+11;4.60E+32
1044;J1518-3952;J1518-3952;0.499196;2.37E-16;*;*;11.145;*;3.34E+07;3.48E+11;7.52E+31
304;J1752-2410;J1752-2410;0.191037;6.18E-16;*;*;12.399;*;4.90E+06;3.48E+11;3.50E+33
449;J1130-6807;J1130-6807;0.256353;4.60E-16;*;*;1.972;*;8.84E+06;3.47E+11;1.08E+33
1987;J1715-3247;J1715-3247;1.260214;9.20E-17;*;*;4.047;*;2.17E+08;3.45E+11;1.81E+30
291;J1254-6150;J1254-6150;0.184502;6.24E-16;*;*;1.531;*;4.68E+06;3.43E+11;3.92E+33
1527;J1715-3700;J1715-3700;0.779628;1.46E-16;*;*;5.013;*;8.47E+07;3.41E+11;1.22E+31
896;J1211-6324;J1211-6324;0.433084;2.57E-16;*;*;8.049;*;2.67E+07;3.38E+11;1.25E+32
978;J1501-0046;J1501-0046;0.464037;2.39E-16;*;*;2.131;*;3.07E+07;3.37E+11;9.45E+31
645;J1557-4258;J1557-4258;0.329187;3.30E-16;*;*;8.63;*;1.58E+07;3.34E+11;3.65E+32
989;J1842+1332;J1842+1332;0.471604;2.29E-16;*;*;6.43;*;3.26E+07;3.33E+11;8.62E+31
657;J1917+1737;J1917+1737;0.334725;3.24E-16;*;*;5.53;*;1.64E+07;3.33E+11;3.41E+32
1449;B1309-53;J1312-5402;0.728154;1.47E-16;*;*;4.905;*;7.87E+07;3.31E+11;1.50E+31
734;J1706-6118;J1706-6118;0.361921;2.92E-16;*;*;3.394;*;1.96E+07;3.29E+11;2.43E+32
329;J1829+0000;J1829+0000;0.199147;5.25E-16;*;*;4.267;*;6.01E+06;3.27E+11;2.62E+33
568;J1511-5835;J1511-5835;0.301511;3.44E-16;*;*;5.146;*;1.39E+07;3.26E+11;4.95E+32
1631;J1809-3547;J1809-3547;0.860388;1.20E-16;*;*;22.564;*;1.14E+08;3.25E+11;7.44E+30
417;J1725-0732;J1725-0732;0.239919;4.30E-16;*;*;0.203;*;8.85E+06;3.25E+11;1.23E+33
1519;J1906+0912;J1906+0912;0.775345;1.32E-16;*;*;7.414;*;9.29E+07;3.24E+11;1.12E+31
1023;J1902+0723;J1902+0723;0.487813;2.10E-16;*;*;3.328;*;3.68E+07;3.24E+11;7.14E+31
807;J1624+8643;J1624+8643;0.395763;2.55E-16;*;*;8.854;*;2.46E+07;3.21E+11;1.62E+32
461;B1806-53;J1810-5338;0.26105;3.86E-16;*;*;1.647;*;1.07E+07;3.21E+11;8.56E+32
1941;J1739-1313;J1739-1313;1.215698;8.17E-17;*;*;0.735;*;2.36E+08;3.19E+11;1.80E+30
1934;J0302+2252;J0302+2252;1.207165;8.25E-17;*;*;1.014;*;2.32E+08;3.19E+11;1.85E+30
1857;B0940+16;J0943+1631;1.087418;9.11E-17;*;*;1.487;*;1.89E+08;3.18E+11;2.80E+30
375;J1824-2537;J1824-2537;0.22332;4.40E-16;*;*;7.301;*;8.04E+06;3.17E+11;1.56E+33
333;J1511-5414;J1511-5414;0.200384;4.85E-16;*;*;2.43;*;6.55E+06;3.15E+11;2.38E+33
1549;J1416-5033;J1416-5033;0.794883;1.20E-16;*;*;1.423;*;1.05E+08;3.13E+11;9.43E+30
907;J1933+0758;J1933+0758;0.437454;2.18E-16;*;*;11.157;*;3.18E+07;3.13E+11;1.03E+32
997;B2306+55;J2308+5547;0.475068;1.99E-16;*;*;2.075;*;3.77E+07;3.12E+11;7.35E+31
611;J1915+0227;J1915+0227;0.317306;2.99E-16;*;*;10.276;*;1.68E+07;3.12E+11;3.69E+32
198;J1644-4657;J1644-4657;0.125962;7.50E-16;*;*;6.749;*;2.66E+06;3.11E+11;1.48E+34
321;B0353+52;J0357+5236;0.19703;4.77E-16;*;*;3.571;*;6.55E+06;3.10E+11;2.46E+33
238;J1828-1007;J1828-1007;0.153197;6.13E-16;*;*;4.014;*;3.96E+06;3.10E+11;6.74E+33
1092;J1849+2559;J1849+2559;0.519263;1.80E-16;*;*;6.068;*;4.58E+07;3.09E+11;5.07E+31
1602;J1646-4308;J1646-4308;0.84068;1.10E-16;*;*;16.16;*;1.21E+08;3.08E+11;7.31E+30
406;J1719-4302;J1719-4302;0.235475;3.92E-16;*;*;13.437;*;9.52E+06;3.07E+11;1.19E+33
1349;J0815+0939;J0815+0939;0.645161;1.39E-16;*;*;2.491;*;7.35E+07;3.03E+11;2.04E+31
826;J2017+5906;J2017+5906;0.403478;2.22E-16;*;*;3.907;*;2.89E+07;3.03E+11;1.33E+32
644;J1848+0826;J1848+0826;0.328665;2.72E-16;*;*;3.864;*;1.91E+07;3.03E+11;3.03E+32
1645;J1858+0319;J1858+0319;0.867444;1.03E-16;*;*;4.777;*;1.34E+08;3.02E+11;6.20E+30
1581;J1252-6314;J1252-6314;0.823339;1.08E-16;*;*;7.317;*;1.20E+08;3.02E+11;7.67E+30
1559;J1701-4958;J1701-4958;0.804304;1.10E-16;*;*;10.823;*;1.16E+08;3.01E+11;8.35E+30
666;J1910+0225;J1910+0225;0.337855;2.62E-16;*;*;7.932;*;2.04E+07;3.01E+11;2.69E+32
1017;J1732-1930;J1732-1930;0.48377;1.82E-16;*;*;2.634;*;4.22E+07;3.00E+11;6.34E+31
350;J1904+0738;J1904+0738;0.208958;4.11E-16;*;*;6.154;*;8.06E+06;2.97E+11;1.78E+33
1795;J1742-3957;J1742-3957;1.016349;8.16E-17;*;*;8.063;*;1.97E+08;2.91E+11;3.07E+30
1180;B2016+28;J2018+2839;0.557953;1.48E-16;*;*;0.98;*;5.97E+07;2.91E+11;3.37E+31
688;J1855-0941;J1855-0941;0.345401;2.40E-16;*;*;6.114;*;2.28E+07;2.91E+11;2.30E+32
401;B2324+60;J2326+6113;0.233652;3.53E-16;*;*;2.733;*;1.05E+07;2.90E+11;1.09E+33
247;J1947+1957;J1947+1957;0.157509;5.23E-16;*;*;6.767;*;4.78E+06;2.90E+11;5.28E+33
1590;B1906+09;J1908+0916;0.83027;9.80E-17;*;*;5.561;*;1.34E+08;2.89E+11;6.76E+30
1211;J1804-2228;J1804-2228;0.570511;1.43E-16;*;*;4.054;*;6.31E+07;2.89E+11;3.04E+31
691;J1830-0052;J1830-0052;0.345698;2.37E-16;*;*;10.252;*;2.31E+07;2.89E+11;2.26E+32
469;J1622-4802;J1622-4802;0.265072;3.07E-16;*;*;5.321;*;1.37E+07;2.89E+11;6.51E+32
371;B2053+36;J2055+3630;0.221508;3.69E-16;*;*;5;*;9.51E+06;2.89E+11;1.34E+33
369;J1722-4400;J1722-4400;0.218554;3.74E-16;*;*;9.068;*;9.26E+06;2.89E+11;1.41E+33
1459;J1622-4845;J1622-4845;0.735092;1.10E-16;*;*;4.244;*;1.06E+08;2.88E+11;1.09E+31
996;J1659-4316;J1659-4316;0.474381;1.71E-16;*;*;4.986;*;4.40E+07;2.88E+11;6.32E+31
817;B2025+21;J2027+2146;0.398173;2.03E-16;*;*;10.295;*;3.11E+07;2.88E+11;1.27E+32
1246;J1708-3641;J1708-3641;0.587567;1.35E-16;*;*;11.313;*;6.90E+07;2.85E+11;2.63E+31
1067;J1920+1110;J1920+1110;0.509886;1.56E-16;*;*;6.134;*;5.18E+07;2.85E+11;4.65E+31
790;J1949+3426;J1949+3426;0.388539;2.02E-16;*;*;12.347;*;3.04E+07;2.84E+11;1.36E+32
1897;J1620-5414;J1620-5414;1.15636;6.74E-17;*;*;1.978;*;2.72E+08;2.82E+11;1.72E+30
199;J1853+0545;J1853+0545;0.1264;6.12E-16;*;*;6.546;*;3.27E+06;2.82E+11;1.20E+34
805;J2045+0912;J2045+0912;0.395555;1.95E-16;*;*;2.46;*;3.21E+07;2.81E+11;1.25E+32
409;J1812-2748;J1812-2748;0.236983;3.16E-16;*;*;2.941;*;1.19E+07;2.77E+11;9.36E+32
1437;J1002-5919;J1002-5919;0.713489;1.04E-16;*;*;3.171;*;1.09E+08;2.76E+11;1.13E+31
587;J1810+0705;J1810+0705;0.307683;2.42E-16;*;*;5.456;*;2.01E+07;2.76E+11;3.28E+32
1461;J0057-7201;J0057-7201;0.738062;1.00E-16;*;*;3.476;*;1.17E+08;2.75E+11;9.82E+30
635;B2123-67;J2127-6648;0.325771;2.26E-16;*;*;5.992;*;2.28E+07;2.75E+11;2.58E+32
347;J1337-6306;J1337-6306;0.207953;3.56E-16;*;*;12.932;*;9.26E+06;2.75E+11;1.56E+33
1331;J1215-5328;J1215-5328;0.636414;1.15E-16;*;*;3.275;*;8.77E+07;2.74E+11;1.76E+31
1504;J1758-2846;J1758-2846;0.766706;9.41E-17;*;*;2.006;*;1.29E+08;2.72E+11;8.24E+30
1708;J1838-0624;J1838-0624;0.927178;7.74E-17;*;*;4.545;*;1.90E+08;2.71E+11;3.83E+30
1373;B0901-63;J0902-6325;0.660313;1.07E-16;*;*;0.358;*;9.78E+07;2.69E+11;1.47E+31
2078;J1859+7654;J1859+7654;1.393729;5.05E-17;*;*;5.985;*;4.37E+08;2.68E+11;7.36E+29
1425;B1939+17;J1942+1743;0.696262;1.01E-16;*;*;4.915;*;1.09E+08;2.68E+11;1.18E+31
1142;J2122+2426;J2122+2426;0.541421;1.27E-16;*;*;0.585;*;6.75E+07;2.65E+11;3.16E+31
1225;J1800+5034;J1800+5034;0.578375;1.17E-16;*;*;1.937;*;7.83E+07;2.63E+11;2.39E+31
937;B1309-12;J1311-1228;0.447518;1.51E-16;*;*;25;*;4.70E+07;2.63E+11;6.65E+31
720;J1744-5337;J1744-5337;0.355666;1.90E-16;*;*;8.783;*;2.97E+07;2.63E+11;1.67E+32
677;B2048-72;J2053-7200;0.341336;1.98E-16;*;*;1.029;*;2.74E+07;2.63E+11;1.96E+32
1260;J2243+1518;J2243+1518;0.596799;1.13E-16;*;*;25;*;8.41E+07;2.62E+11;2.09E+31
947;J0448-2749;J0448-2749;0.450448;1.48E-16;*;*;1.809;*;4.81E+07;2.62E+11;6.41E+31
594;J1204-6843;J1204-6843;0.308861;2.17E-16;*;*;1.906;*;2.25E+07;2.62E+11;2.91E+32
572;J1956+0838;J1956+0838;0.303911;2.20E-16;*;*;3.538;*;2.19E+07;2.62E+11;3.09E+32
928;J0612+37216;J0612+37216;0.443871;1.50E-16;*;*;1.083;*;4.70E+07;2.61E+11;6.76E+31
623;J0511-6508;J0511-6508;0.322062;2.06E-16;*;*;0.818;*;2.48E+07;2.61E+11;2.43E+32
905;J1749+5952;J1749+5952;0.436041;1.52E-16;*;*;25;*;4.55E+07;2.60E+11;7.23E+31
1453;J1738-3316;J1738-3316;0.730373;8.86E-17;*;*;3.755;*;1.31E+08;2.57E+11;8.97E+30
838;J1614-3937;J1614-3937;0.407292;1.59E-16;*;*;10.65;*;4.07E+07;2.57E+11;9.26E+31
380;J1848-0601;J1848-0601;0.225004;2.87E-16;*;*;15.696;*;1.24E+07;2.57E+11;9.95E+32
1019;J1839-0627;J1839-0627;0.484914;1.32E-16;*;*;2.457;*;5.83E+07;2.56E+11;4.56E+31
772;B2148+63;J2149+6329;0.38014;1.68E-16;*;*;2.778;*;3.58E+07;2.56E+11;1.21E+32
1539;J1220-6318;J1220-6318;0.789212;8.03E-17;*;*;8.948;*;1.56E+08;2.55E+11;6.45E+30
622;J1717-5800;J1717-5800;0.321793;1.96E-16;*;*;11.223;*;2.61E+07;2.54E+11;2.32E+32
1562;J0108-1431;J0108-1431;0.807565;7.70E-17;*;*;0.21;*;1.66E+08;2.52E+11;5.77E+30
495;J2002+1637;J2002+1637;0.276497;2.25E-16;*;*;4.897;*;1.95E+07;2.52E+11;4.20E+32
137;J1016-5819;J1016-5819;0.087834;6.99E-16;*;*;2.587;*;1.99E+06;2.51E+11;4.07E+34
1020;J0709-5923;J0709-5923;0.485268;1.26E-16;*;*;0.371;*;6.10E+07;2.50E+11;4.35E+31
981;J1807+0756;J1807+0756;0.4643;1.29E-16;*;*;7.935;*;5.69E+07;2.48E+11;5.10E+31
1517;J1830-1414;J1830-1414;0.771493;7.62E-17;*;*;10.1;*;1.60E+08;2.45E+11;6.55E+30
1026;B1633+24;J1635+2418;0.490507;1.19E-16;*;*;2.433;*;6.51E+07;2.45E+11;3.99E+31
440;B0950+08;J0953+0755;0.253065;2.30E-16;*;*;0.261;*;1.75E+07;2.44E+11;5.60E+32
425;J0857+3349;J0857+3349;0.242961;2.40E-16;*;*;1.567;*;1.60E+07;2.44E+11;6.61E+32
338;B1124-60;J1126-6054;0.202737;2.81E-16;*;*;2.426;*;1.14E+07;2.42E+11;1.33E+33
1392;B0957-47;J0959-4809;0.670086;8.47E-17;*;*;0.361;*;1.25E+08;2.41E+11;1.11E+31
711;J1841-7845;J1841-7845;0.353603;1.60E-16;*;*;2.459;*;3.50E+07;2.41E+11;1.43E+32
609;J1812-2526;J1812-2526;0.315835;1.77E-16;*;*;22.244;*;2.82E+07;2.40E+11;2.22E+32
1014;B1925+18;J1927+1852;0.482766;1.16E-16;*;*;5.302;*;6.59E+07;2.39E+11;4.07E+31
977;J0133-6957;J0133-6957;0.463474;1.20E-16;*;*;2.441;*;6.12E+07;2.39E+11;4.76E+31
783;J1900-0051;J1900-0051;0.385194;1.42E-16;*;*;4.229;*;4.29E+07;2.37E+11;9.82E+31
1283;J0623+0340;J0623+0340;0.61376;8.84E-17;*;*;1.375;*;1.10E+08;2.36E+11;1.51E+31
1679;J0421+3255;J0421+3255;0.900105;6.00E-17;*;*;1.939;*;2.38E+08;2.35E+11;3.25E+30
1428;J1638-3815;J1638-3815;0.698261;7.70E-17;*;*;19.076;*;1.44E+08;2.35E+11;8.93E+30
1650;J1624-4613;J1624-4613;0.871243;6.07E-17;*;*;4.779;*;2.27E+08;2.33E+11;3.63E+30
1544;J2253+1516;J2253+1516;0.792236;6.65E-17;*;*;3.806;*;1.89E+08;2.32E+11;5.28E+30
1145;J1909+1859;J1909+1859;0.542451;9.70E-17;*;*;2.447;*;8.86E+07;2.32E+11;2.40E+31
1838;B0105+68;J0108+6905;1.071118;4.81E-17;*;*;1.981;*;3.53E+08;2.30E+11;1.55E+30
827;J1721-1939;J1721-1939;0.40404;1.28E-16;*;*;5.621;*;4.99E+07;2.30E+11;7.68E+31
1199;J2010+2845;J2010+2845;0.565369;9.07E-17;*;*;6.585;*;9.87E+07;2.29E+11;1.98E+31
450;J1235-6354;J1235-6354;0.256778;1.97E-16;*;*;10.296;*;2.07E+07;2.28E+11;4.59E+32
1046;J1931+1952;J1931+1952;0.501123;1.01E-16;*;*;9.625;*;7.88E+07;2.27E+11;3.16E+31
317;B0144+59;J0147+5922;0.196321;2.57E-16;*;*;2.128;*;1.21E+07;2.27E+11;1.34E+33
922;J1748-2444;J1748-2444;0.442838;1.11E-16;*;*;3.845;*;6.30E+07;2.25E+11;5.06E+31
894;J1713+7810;J1713+7810;0.432526;1.14E-16;*;*;4.58;*;6.01E+07;2.25E+11;5.56E+31
1686;J1214-5830;J1214-5830;0.909823;5.34E-17;*;*;1.883;*;2.70E+08;2.23E+11;2.80E+30
1564;J1705-6135;J1705-6135;0.808546;6.00E-17;*;*;5.577;*;2.14E+08;2.23E+11;4.48E+30
614;J0026+6320;J0026+6320;0.318358;1.51E-16;*;*;6.619;*;3.35E+07;2.22E+11;1.84E+32
1203;J1934+5219;J1934+5219;0.568442;8.40E-17;*;*;7.713;*;1.07E+08;2.21E+11;1.81E+31
1124;J0943+2253;J0943+2253;0.532975;8.98E-17;*;*;3.555;*;9.40E+07;2.21E+11;2.34E+31
604;J1809-0743;J1809-0743;0.313886;1.52E-16;*;*;13.999;*;3.27E+07;2.21E+11;1.94E+32
389;J1054-5946;J1054-5946;0.228324;2.09E-16;*;*;2.327;*;1.73E+07;2.21E+11;6.93E+32
1441;J1632-1013;J1632-1013;0.717637;6.60E-17;*;*;10.272;*;1.72E+08;2.20E+11;7.05E+30
795;J1811-1717;J1811-1717;0.391385;1.20E-16;*;*;5.184;*;5.17E+07;2.19E+11;7.90E+31
2056;J1612-5022;J1612-5022;1.368283;3.40E-17;*;*;3.994;*;6.38E+08;2.18E+11;5.24E+29
586;J1749-5417;J1749-5417;0.307577;1.50E-16;*;*;3.279;*;3.26E+07;2.17E+11;2.03E+32
549;J1236-5033;J1236-5033;0.29476;1.56E-16;*;*;2.755;*;3.00E+07;2.17E+11;2.40E+32
909;B0447-12;J0450-1248;0.438014;1.03E-16;*;*;1.774;*;6.76E+07;2.15E+11;4.82E+31
1859;J1641-2347;J1641-2347;1.091008;4.11E-17;*;*;0.922;*;4.21E+08;2.14E+11;1.25E+30
634;J2007+0809;J2007+0809;0.325724;1.37E-16;*;*;3.04;*;3.77E+07;2.14E+11;1.57E+32
1287;J1728-3733;J1728-3733;0.615538;7.20E-17;*;*;4.557;*;1.35E+08;2.13E+11;1.22E+31
908;J1840-0753;J1840-0753;0.437869;1.00E-16;*;*;14.281;*;6.94E+07;2.12E+11;4.70E+31
246;J0533-4524;J0533-4524;0.157285;2.80E-16;*;*;1.239;*;8.89E+06;2.12E+11;2.84E+33
1185;J1142-6230;J1142-6230;0.558383;7.79E-17;*;*;3.483;*;1.13E+08;2.11E+11;1.77E+31
995;J1246+2253;J1246+2253;0.473871;8.89E-17;*;*;2.465;*;8.45E+07;2.08E+11;3.30E+31
493;J1849+2423;J1849+2423;0.275641;1.53E-16;*;*;3.976;*;2.86E+07;2.08E+11;2.88E+32
494;J2013+3058;J2013+3058;0.276028;1.52E-16;*;*;6.641;*;2.88E+07;2.07E+11;2.85E+32
365;J1941+0121;J1941+0121;0.217317;1.91E-16;*;*;2.155;*;1.80E+07;2.06E+11;7.36E+32
1426;J1714-1054;J1714-1054;0.696279;5.88E-17;*;*;0.215;*;1.88E+08;2.05E+11;6.88E+30
637;J1046+0304;J1046+0304;0.326271;1.24E-16;*;*;5.788;*;4.16E+07;2.04E+11;1.41E+32
882;J1815+5546;J1815+5546;0.426844;9.47E-17;*;*;25;*;7.14E+07;2.03E+11;4.81E+31
1176;J1137-6700;J1137-6700;0.556216;7.17E-17;*;*;2.603;*;1.23E+08;2.02E+11;1.64E+31
976;J1449-5846;J1449-5846;0.46333;8.60E-17;*;*;4.169;*;8.54E+07;2.02E+11;3.41E+31
1252;B1813-26;J1816-2650;0.592885;6.65E-17;*;*;3.591;*;1.41E+08;2.01E+11;1.26E+31
1005;B1718-02;J1720-0212;0.477715;8.28E-17;*;*;2.357;*;9.14E+07;2.01E+11;3.00E+31
874;J0725-1635;J0725-1635;0.424311;9.26E-17;*;*;2.778;*;7.26E+07;2.01E+11;4.79E+31
697;B2310+42;J2313+4253;0.349434;1.12E-16;*;*;1.06;*;4.93E+07;2.01E+11;1.04E+32
1649;J1649-4349;J1649-4349;0.870712;4.40E-17;*;*;4.408;*;3.14E+08;1.98E+11;2.63E+30
165;J1845-0743;J1845-0743;0.104695;3.67E-16;*;*;7.113;*;4.52E+06;1.98E+11;1.26E+34
